orig_idx,cluster_id,stage,label
208,163,train,1
209,164,train,1
210,8,train,0
211,165,train,1
212,166,valid,0
213,8,train,1
214,167,train,0
215,168,train,1
216,8,train,1
217,169,test,0
218,170,train,0
219,171,train,1
220,172,train,1
221,173,train,1
222,174,train,0
223,175,valid,0
224,8,train,1
225,176,train,0
226,177,train,1
227,178,train,0
228,179,train,0
229,180,train,1
230,181,train,0
231,8,train,1
232,182,train,0
233,183,test,0
234,184,train,0
235,185,valid,1
236,8,train,0
237,8,train,0
238,186,valid,0
239,187,train,1
240,188,test,1
241,189,train,1
242,8,train,0
243,8,train,0
244,190,train,1
245,8,train,0
246,8,train,0
247,191,train,0
248,192,train,0
249,193,train,1
250,8,train,1
251,194,train,0
252,195,test,0
253,196,train,0
254,197,train,0
255,8,train,0
256,198,train,0
257,199,train,0
258,8,train,0
259,8,train,1
260,200,train,1
261,201,train,0
262,202,train,1
263,24,test,0
264,203,train,0
265,204,train,0
266,205,train,0
267,8,train,1
268,206,valid,1
269,207,valid,0
270,208,train,1
271,209,valid,1
272,8,train,0
273,210,test,1
274,211,test,0
275,8,train,1
276,212,train,1
277,213,train,0
278,214,train,1
279,215,train,0
280,216,train,0
281,217,train,0
282,218,train,1
283,219,train,0
284,220,train,0
285,8,train,0
286,221,train,1
287,8,train,0
288,222,train,1
289,223,train,0
290,224,valid,1
291,225,train,1
292,226,train,0
293,227,train,0
294,228,train,1
295,8,train,1
296,229,train,0
297,230,train,0
298,231,train,0
299,232,train,1
300,233,train,0
301,8,train,1
302,8,train,1
303,234,train,1
304,235,test,0
305,8,train,1
306,236,train,1
307,8,train,0
308,237,train,1
309,238,valid,0
310,238,valid,0
311,239,test,0
312,8,train,0
313,8,train,1
314,240,train,1
315,241,train,1
316,8,train,0
317,8,train,0
318,242,train,1
319,243,train,1
320,244,train,1
321,245,train,1
322,246,train,0
323,209,valid,1
324,247,train,0
325,248,train,1
326,8,train,0
327,249,train,0
328,250,valid,0
329,209,valid,0
330,251,train,0
331,252,train,0
332,8,train,0
333,253,train,1
334,8,train,0
335,254,train,0
336,255,train,0
337,256,train,1
338,219,train,1
339,257,train,1
340,78,valid,0
341,8,train,0
342,258,train,1
343,8,train,1
344,221,train,0
345,259,train,1
346,260,train,0
347,261,train,0
348,262,valid,0
349,263,train,0
350,8,train,0
351,264,train,1
352,265,train,1
353,266,train,0
354,267,train,1
355,268,train,0
356,269,train,1
357,270,train,0
358,271,valid,0
359,272,train,0
360,273,test,0
361,8,train,0
362,274,valid,1
363,275,train,0
364,276,test,1
365,277,train,1
366,278,test,1
367,8,train,0
368,262,valid,0
369,279,train,0
370,280,train,1
371,8,train,0
372,8,train,0
373,170,train,0
374,281,train,0
375,282,train,0
376,283,train,1
377,284,train,0
378,285,train,1
379,286,valid,0
380,287,train,1
381,288,valid,0
382,289,train,0
383,290,train,1
384,291,train,1
385,8,train,0
386,292,valid,1
387,293,train,0
388,294,train,0
389,295,train,0
390,8,train,0
391,296,train,1
392,297,valid,0
393,298,test,0
394,299,train,1
395,300,train,1
396,8,train,1
397,301,train,1
398,8,train,1
399,302,train,1
400,303,train,0
401,304,test,0
402,305,train,1
403,306,train,1
404,8,train,0
405,307,train,1
406,308,train,0
407,309,train,0
408,310,train,1
409,311,test,1
410,312,train,1
411,313,valid,1
412,314,train,1
413,315,train,0
414,316,train,0
415,317,train,0
416,318,train,1
417,98,train,0
418,8,train,0
419,319,train,1
420,320,train,1
421,321,train,0
422,288,valid,0
423,8,train,0
424,322,train,0
425,323,train,0
426,324,train,1
427,325,valid,1
428,8,train,0
429,326,valid,0
430,8,train,0
431,8,train,1
432,8,train,1
433,327,test,1
434,328,test,1
435,329,train,1
436,330,test,0
437,331,train,0
438,42,train,0
439,8,train,1
440,332,train,0
441,333,train,0
442,334,train,0
443,8,train,0
444,335,train,0
445,8,train,1
446,336,test,1
447,337,train,1
448,8,train,1
449,338,train,0
450,339,train,0
451,340,train,0
452,341,test,1
453,342,train,0
454,343,train,0
455,344,train,0
456,345,valid,1
457,8,train,1
458,346,train,1
459,8,train,1
460,347,train,1
461,348,valid,0
462,349,test,1
463,350,test,0
464,351,train,0
465,352,train,0
466,8,train,1
467,353,valid,1
468,354,train,1
469,355,train,1
470,8,train,0
471,8,train,0
472,356,train,0
473,357,train,0
474,358,train,1
475,359,train,0
476,360,train,1
477,8,train,1
478,361,train,0
479,362,train,1
480,8,train,0
481,363,train,0
482,364,train,1
483,8,train,0
484,365,train,0
485,366,test,0
486,8,train,1
487,367,test,0
488,368,train,1
489,369,train,0
490,370,train,1
491,8,train,0
492,371,valid,0
493,372,train,1
494,373,train,0
495,374,train,1
496,375,train,0
497,376,train,1
498,377,train,1
499,378,train,1
500,8,train,0
501,379,train,0
502,8,train,0
503,288,valid,0
504,8,train,1
505,380,valid,0
506,8,train,0
507,381,test,0
508,382,train,1
509,8,train,0
510,383,train,1
511,8,train,0
512,8,train,0
513,384,valid,1
514,385,test,1
515,131,valid,1
516,367,test,1
517,8,train,0
518,386,train,0
519,387,train,0
520,388,train,0
521,389,train,0
522,390,train,0
523,391,train,1
524,8,train,0
525,341,test,1
526,392,train,0
527,8,train,0
528,8,train,0
529,115,test,1
530,393,train,1
531,394,train,1
532,395,train,1
533,396,valid,1
534,397,train,1
535,398,train,0
536,399,train,1
537,8,train,0
538,400,train,0
539,401,test,0
540,8,train,1
541,402,valid,0
542,403,train,1
543,404,train,1
544,405,valid,0
545,354,train,0
546,406,train,0
547,407,train,1
548,8,train,0
549,408,train,1
550,286,valid,1
551,409,train,1
552,8,train,0
553,410,train,0
554,147,test,1
555,8,train,0
556,411,valid,0
557,8,train,0
558,31,train,1
559,8,train,1
560,412,train,1
561,115,test,1
562,413,train,0
563,8,train,1
564,414,train,1
565,415,train,1
566,416,train,0
567,417,train,1
568,418,train,0
569,8,train,0
570,419,test,0
571,420,train,1
572,421,train,0
573,422,train,0
574,423,train,0
575,424,train,1
576,425,train,0
577,426,test,1
578,8,train,0
579,427,train,1
580,242,train,1
581,428,train,0
582,429,train,1
583,430,train,0
584,209,valid,1
585,431,valid,1
586,432,train,0
587,8,train,1
588,8,train,0
589,433,train,1
590,434,test,1
591,435,train,0
592,436,valid,0
593,8,train,1
594,437,train,1
595,438,train,0
596,8,train,1
597,8,train,1
598,439,train,0
599,440,train,0
600,8,train,1
601,441,train,1
602,442,test,0
603,443,valid,1
604,444,train,0
605,445,train,1
606,446,train,1
607,8,train,0
608,447,train,0
609,448,train,0
610,449,train,1
611,450,train,0
612,451,train,0
613,452,test,0
614,8,train,0
615,8,train,0
616,453,train,0
617,8,train,0
618,8,train,0
619,454,train,1
620,8,train,0
621,455,train,1
622,456,train,0
623,457,train,0
624,458,valid,1
625,459,train,0
626,460,train,0
627,461,train,0
628,462,test,1
629,463,valid,1
630,8,train,1
631,464,train,0
632,465,train,1
633,209,valid,0
634,466,train,0
635,467,valid,1
636,468,test,1
637,469,valid,0
638,8,train,1
639,8,train,1
640,470,train,0
641,8,train,0
642,8,train,1
643,471,train,1
644,472,test,0
645,473,train,1
646,474,train,1
647,475,train,0
648,476,train,0
649,477,train,1
650,478,train,0
651,479,train,0
652,480,train,0
653,481,train,1
654,425,train,0
655,482,train,1
656,483,train,0
657,484,train,0
658,485,train,0
659,8,train,1
660,486,train,1
661,487,train,1
662,8,train,0
663,488,train,1
664,489,train,1
665,173,train,0
666,490,train,0
667,8,train,0
668,491,valid,0
669,8,train,0
670,492,train,0
671,493,train,1
672,494,test,0
673,495,train,1
674,496,test,0
675,150,valid,0
676,497,train,0
677,498,train,0
678,499,valid,1
679,209,valid,1
680,500,test,1
681,501,train,0
682,502,train,1
683,503,train,0
684,8,train,0
685,316,train,0
686,504,train,1
687,8,train,0
688,505,train,1
689,366,test,0
690,230,train,0
691,506,test,1
692,507,train,1
693,8,train,0
694,508,train,0
695,8,train,0
696,509,train,0
697,510,train,1
698,8,train,0
699,511,train,1
700,512,test,0
701,513,train,0
702,514,train,1
703,515,train,1
704,366,test,1
705,8,train,1
706,5,train,1
707,516,train,0
708,8,train,0
709,517,train,0
710,518,train,1
711,519,train,0
712,520,train,1
713,521,train,1
714,522,train,0
715,523,train,1
716,524,train,1
717,525,valid,0
718,8,train,0
719,526,valid,1
720,527,test,0
721,528,valid,1
722,8,train,0
723,8,train,0
724,529,train,1
725,530,train,0
726,8,train,1
727,531,train,0
728,532,train,0
729,533,train,1
730,534,train,1
731,535,train,0
732,536,train,0
733,537,train,0
734,538,train,1
735,539,train,0
736,540,train,0
737,541,train,1
738,542,train,0
739,543,train,1
740,544,train,1
741,8,train,0
742,545,valid,0
743,546,train,1
744,547,train,0
745,548,train,1
746,8,train,1
747,549,test,1
748,550,test,0
749,8,train,1
750,8,train,1
751,551,valid,1
752,552,train,1
753,553,train,1
754,554,train,0
755,555,valid,0
756,556,test,1
757,49,valid,0
758,557,test,0
759,558,train,0
760,8,train,0
761,559,train,0
762,8,train,1
763,560,train,1
764,8,train,0
765,561,train,0
766,562,train,0
767,563,train,0
768,564,train,0
769,565,train,1
770,566,valid,1
771,8,train,0
772,8,train,0
773,8,train,1
774,567,train,0
775,568,train,0
776,366,test,0
777,569,train,0
778,570,train,1
779,571,train,1
780,262,valid,0
781,166,valid,0
782,8,train,1
783,572,train,0
784,573,train,1
785,574,train,1
786,8,train,1
787,575,valid,0
788,576,test,1
789,577,test,0
790,578,train,0
791,579,train,0
792,336,test,0
793,285,train,0
794,150,valid,0
795,8,train,1
796,580,train,1
797,581,train,0
798,582,train,0
799,8,train,0
800,583,train,1
801,8,train,0
802,584,train,1
803,585,train,1
804,586,valid,0
805,587,valid,1
806,8,train,0
807,333,train,1
808,588,valid,1
809,589,train,1
810,8,train,0
811,590,train,1
812,8,train,1
813,591,train,0
814,8,train,0
815,592,train,0
816,8,train,1
817,593,train,0
818,594,test,0
819,595,test,1
820,8,train,1
821,8,train,0
822,8,train,0
823,596,train,0
824,8,train,0
825,597,train,1
826,598,train,0
827,599,train,0
828,600,train,0
829,601,train,1
830,602,train,0
831,603,train,0
832,171,train,1
833,604,test,1
834,605,train,0
835,606,train,1
836,607,train,1
837,8,train,0
838,608,train,1
839,609,train,1
840,8,train,0
841,610,train,0
842,611,train,0
843,612,train,1
844,613,valid,0
845,614,train,0
846,615,train,0
847,616,valid,0
848,209,valid,0
849,617,train,1
850,618,train,0
851,619,test,0
852,620,train,1
853,8,train,0
854,8,train,0
855,621,train,1
856,622,train,1
857,623,train,0
858,624,train,1
859,625,train,0
860,626,train,1
861,438,train,1
862,627,train,0
863,628,train,0
864,629,train,0
865,630,train,0
866,631,valid,1
867,632,train,0
868,633,valid,0
869,8,train,0
870,634,train,1
871,635,train,1
872,8,train,0
873,114,test,1
874,636,train,0
875,637,test,1
876,638,train,1
877,639,test,0
878,8,train,0
879,8,train,1
880,640,train,0
881,8,train,0
882,8,train,0
883,641,train,1
884,8,train,0
885,642,train,1
886,643,train,0
887,644,train,1
888,645,train,0
889,8,train,0
890,646,train,0
891,8,train,0
892,647,train,1
893,648,train,1
894,649,train,1
895,8,train,0
896,650,test,0
897,651,train,0
898,652,train,1
899,653,train,1
900,654,train,0
901,655,train,1
902,656,train,1
903,657,train,0
904,658,train,0
905,659,train,1
906,660,train,0
907,8,train,1
908,661,train,1
909,8,train,0
910,8,train,0
911,662,train,0
912,367,test,0
913,663,train,1
914,664,valid,1
915,665,train,0
916,666,valid,0
917,667,train,0
918,668,test,0
919,669,train,0
920,670,train,0
921,671,train,0
922,8,train,0
923,672,train,1
924,673,valid,1
925,674,test,1
926,675,train,0
927,8,train,1
928,8,train,1
929,8,train,0
930,676,train,0
931,677,train,0
932,8,train,0
933,678,train,0
934,679,train,1
935,680,train,1
936,681,train,1
937,147,test,1
938,682,train,1
939,683,train,0
940,684,valid,0
941,577,test,1
942,685,valid,1
943,686,test,0
944,8,train,0
945,687,train,0
946,8,train,0
947,688,test,1
948,593,train,1
949,689,train,1
950,690,train,0
951,8,train,1
952,691,train,1
953,692,train,1
954,693,train,0
955,694,train,0
956,387,train,0
957,695,train,0
958,696,train,1
959,697,train,1
960,698,train,1
961,699,train,1
962,700,train,0
963,701,train,1
964,515,train,0
965,702,train,0
966,703,train,1
967,704,train,0
968,8,train,0
969,705,train,1
970,706,train,0
971,707,train,0
972,8,train,0
973,708,train,1
974,709,train,0
975,8,train,0
976,8,train,0
977,710,train,0
978,711,train,1
979,712,test,0
980,713,train,1
981,714,train,0
982,715,train,1
983,8,train,1
984,716,train,0
985,717,valid,0
986,718,train,1
987,719,train,0
988,8,train,0
989,8,train,0
990,720,train,1
991,721,test,0
992,722,train,1
993,723,valid,0
994,724,test,0
995,725,train,1
996,8,train,0
997,726,train,0
998,727,train,0
999,728,train,0
1000,729,train,1
1001,730,train,0
1002,731,train,0
1003,732,train,1
1004,8,train,0
1005,733,train,0
1006,8,train,1
1007,734,train,0
1008,8,train,1
1009,735,train,0
1010,736,train,0
1011,737,train,0
1012,738,valid,0
1013,739,train,0
1014,8,train,0
1015,740,train,1
1016,741,test,0
1017,742,train,0
1018,743,train,0
1019,744,train,1
1020,745,train,0
1021,746,train,0
1022,747,train,0
1023,748,train,0
1024,749,valid,1
1025,750,train,0
1026,201,train,1
1027,751,test,1
1028,752,train,0
1029,753,valid,1
1030,8,train,0
1031,754,valid,0
1032,8,train,1
1033,8,train,0
1034,755,train,1
1035,8,train,0
1036,756,train,0
1037,757,test,0
1038,8,train,0
1039,353,valid,0
1040,758,test,1
1041,759,train,1
1042,760,train,0
1043,8,train,1
1044,761,train,1
1045,762,train,0
1046,49,valid,0
1047,8,train,0
1048,8,train,0
1049,763,train,0
1050,8,train,0
1051,764,train,0
1052,765,train,1
1053,766,train,0
1054,767,train,0
1055,250,valid,1
1056,768,train,0
1057,769,train,1
1058,770,train,1
1059,771,train,0
1060,772,train,1
1061,8,train,0
1062,8,train,0
1063,250,valid,1
1064,8,train,0
1065,773,train,1
1066,250,valid,0
1067,774,train,0
1068,8,train,0
1069,775,train,1
1070,776,train,1
1071,777,train,0
1072,778,train,1
1073,779,train,1
1074,8,train,0
1075,780,train,0
1076,8,train,0
1077,781,valid,0
1078,782,train,1
1079,783,test,0
1080,331,train,1
1081,784,train,1
1082,785,train,0
1083,786,train,0
1084,566,valid,1
1085,787,train,0
1086,788,valid,0
1087,789,train,0
1088,131,valid,1
1089,8,train,0
1090,790,valid,1
1091,791,train,1
1092,792,train,0
1093,8,train,0
1094,341,test,0
1095,8,train,0
1096,793,train,0
1097,794,test,0
1098,795,train,1
1099,8,train,0
1100,796,test,1
1101,8,train,0
1102,797,valid,0
1103,8,train,0
1104,798,test,1
1105,799,test,0
1106,800,train,1
1107,337,train,0
1108,801,train,1
1109,802,train,1
1110,104,valid,0
1111,8,train,0
1112,803,train,0
1113,804,train,0
1114,8,train,0
1115,805,train,1
1116,806,train,0
1117,807,train,0
1118,808,train,0
1119,809,train,0
1120,810,train,1
1121,8,train,1
1122,811,train,1
1123,812,train,1
1124,813,train,0
1125,814,train,1
1126,815,train,1
1127,8,train,1
1128,8,train,1
1129,816,train,1
1130,8,train,0
1131,817,train,0
1132,818,train,0
1133,819,test,0
1134,820,train,0
1135,8,train,1
1136,288,valid,0
1137,821,train,0
1138,822,train,0
1139,823,valid,1
1140,824,valid,0
1141,825,train,0
1142,826,train,0
1143,827,train,0
1144,8,train,1
1145,828,test,0
1146,8,train,0
1147,829,train,0
1148,830,train,0
1149,8,train,0
1150,831,valid,1
1151,832,train,0
1152,833,valid,0
1153,834,test,1
1154,835,train,0
1155,836,train,1
1156,837,train,0
1157,838,train,1
1158,839,train,0
1159,840,valid,0
1160,841,train,0
1161,8,train,0
1162,99,test,0
1163,842,valid,1
1164,843,train,1
1165,844,test,0
1166,845,train,0
1167,8,train,0
1168,8,train,0
1169,846,train,0
1170,426,test,1
1171,847,train,0
1172,848,test,1
1173,463,valid,0
1174,849,train,1
1175,8,train,0
1176,850,train,0
1177,851,train,0
1178,852,train,1
1179,853,train,0
1180,854,train,1
1181,8,train,1
1182,8,train,0
1183,855,train,0
1184,856,train,0
1185,857,train,1
1186,858,train,1
1187,859,train,0
1188,8,train,0
1189,860,train,1
1190,861,train,0
1191,862,valid,0
1192,863,train,1
1193,864,train,1
1194,865,train,0
1195,866,train,1
1196,867,train,0
1197,8,train,0
1198,868,train,1
1199,869,train,1
1200,870,train,1
1201,8,train,0
1202,8,train,1
1203,494,test,0
1204,871,train,1
1205,872,train,0
1206,873,train,1
1207,874,train,0
1208,875,train,0
1209,876,test,1
1210,877,train,0
1211,878,train,0
1212,879,train,1
1213,8,train,0
1214,151,test,1
1215,880,train,1
1216,881,train,0
1217,882,test,0
1218,883,train,1
1219,884,train,0
1220,885,train,1
1221,115,test,1
1222,886,train,1
1223,413,train,0
1224,8,train,1
1225,887,train,0
1226,888,train,0
1227,390,train,0
1228,889,train,0
1229,112,test,1
1230,890,train,0
1231,891,train,0
1232,892,train,0
1233,8,train,1
1234,893,train,1
1235,894,train,0
1236,895,train,0
1237,896,valid,1
1238,8,train,0
1239,897,test,1
1240,898,valid,0
1241,899,test,0
1242,613,valid,1
1243,107,valid,0
1244,8,train,0
1245,900,train,1
1246,901,train,0
1247,614,train,0
1248,238,valid,0
1249,711,train,1
1250,902,train,1
1251,903,train,1
1252,904,train,0
1253,905,train,1
1254,906,train,0
1255,261,train,0
1256,8,train,0
1257,907,train,0
1258,8,train,0
1259,908,train,0
1260,909,train,0
1261,910,train,0
1262,911,valid,0
1263,93,train,0
1264,577,test,1
1265,912,valid,1
1266,913,test,0
1267,8,train,1
1268,914,test,1
1269,915,valid,1
1270,916,train,0
1271,917,train,0
1272,918,train,1
1273,919,train,0
1274,920,valid,1
1275,921,train,0
1276,922,valid,0
1277,923,train,1
1278,924,train,0
1279,925,train,1
1280,926,train,1
1281,927,train,1
1282,755,train,0
1283,928,train,1
1284,929,train,0
1285,930,valid,0
1286,8,train,0
1287,931,train,1
1288,8,train,0
1289,366,test,1
1290,932,train,0
1291,8,train,1
1292,933,train,0
1293,8,train,0
1294,934,train,1
1295,935,train,0
1296,8,train,0
1297,936,train,1
1298,937,train,0
1299,938,train,1
1300,939,train,0
1301,940,valid,0
1302,941,test,0
1303,942,train,0
1304,943,valid,1
1305,944,train,0
1306,945,train,0
1307,8,train,1
1308,946,test,1
1309,947,train,1
1310,948,train,0
1311,949,train,1
1312,950,train,0
1313,951,train,0
1314,952,test,0
1315,953,train,0
1316,954,valid,0
1317,8,train,0
1318,955,test,0
1319,956,train,1
1320,426,test,1
1321,8,train,1
1322,8,train,0
1323,957,train,0
1324,958,train,1
1325,959,train,0
1326,960,train,0
1327,8,train,1
1328,961,train,0
1329,8,train,0
1330,962,train,0
1331,963,train,1
1332,333,train,0
1333,964,train,0
1334,8,train,0
1335,8,train,1
1336,965,train,0
1337,966,train,0
1338,967,train,0
1339,968,valid,1
1340,969,train,0
1341,970,valid,0
1342,971,test,1
1343,972,train,1
1344,973,test,0
1345,974,train,0
1346,975,train,0
1347,8,train,1
1348,8,train,0
1349,337,train,0
1350,8,train,0
1351,976,train,0
1352,8,train,1
1353,977,train,0
1354,978,train,0
1355,8,train,0
1356,413,train,0
1357,592,train,1
1358,8,train,0
1359,979,train,0
1360,980,train,1
1361,981,train,0
1362,8,train,1
1363,982,valid,1
1364,983,valid,0
1365,704,train,0
1366,984,test,1
1367,985,test,0
1368,986,train,0
1369,8,train,0
1370,987,train,0
1371,8,train,0
1372,8,train,0
1373,988,train,0
1374,989,train,0
1375,8,train,0
1376,990,train,0
1377,763,train,1
1378,991,train,0
1379,992,valid,0
1380,993,test,1
1381,994,train,1
1382,995,train,0
1383,996,train,1
1384,997,valid,0
1385,998,train,1
1386,999,train,0
1387,1000,test,0
1388,1001,train,1
1389,4,test,0
1390,1002,train,0
1391,1003,test,0
1392,1004,train,0
1393,1005,valid,1
1394,8,train,0
1395,1006,test,1
1396,1007,train,0
1397,1008,train,0
1398,1009,train,1
1399,1010,train,0
1400,1011,train,1
1401,1012,train,0
1402,42,train,0
1403,1013,train,1
1404,1014,train,0
1405,1015,train,1
1406,1016,train,1
1407,387,train,1
1408,566,valid,0
1409,1017,train,1
1410,1018,valid,0
1411,8,train,0
1412,8,train,0
1413,1019,train,0
1414,1020,train,1
1415,1021,test,0
1416,1022,train,0
1417,1023,train,0
1418,1024,train,0
1419,1025,train,0
1420,1026,train,1
1421,1027,train,1
1422,989,train,1
1423,1028,train,1
1424,1029,train,0
1425,1030,train,1
1426,8,train,1
1427,1031,train,0
1428,1032,train,0
1429,1033,train,0
1430,8,train,0
1431,1034,train,0
1432,1035,train,0
1433,1036,train,1
1434,1037,train,0
1435,1038,train,0
1436,1039,train,0
1437,1040,train,0
1438,1041,train,1
1439,1042,valid,0
1440,1043,train,1
1441,1044,test,0
1442,1045,train,0
1443,1046,train,1
1444,1047,valid,1
1445,1048,train,0
1446,1049,valid,1
1447,1050,train,0
1448,147,test,0
1449,8,train,1
1450,1051,test,1
1451,744,train,0
1452,1052,train,0
1453,1053,train,0
1454,1054,train,0
1455,1055,valid,1
1456,353,valid,1
1457,1056,train,0
1458,250,valid,0
1459,1057,valid,0
1460,1058,train,1
1461,1059,test,0
1462,288,valid,0
1463,1060,valid,1
1464,1061,test,1
1465,1062,train,1
1466,8,train,0
1467,8,train,0
1468,1063,test,1
1469,1064,train,1
1470,1065,train,0
1471,8,train,0
1472,1066,train,1
1473,664,valid,0
1474,1067,train,0
1475,1068,train,0
1476,288,valid,0
1477,288,valid,0
1478,1069,train,1
1479,8,train,0
1480,1070,train,1
1481,8,train,1
1482,1071,train,1
1483,1072,train,0
1484,1073,train,1
1485,1074,train,0
1486,1075,train,1
1487,1076,train,0
1488,8,train,0
1489,8,train,0
1490,8,train,0
1491,8,train,0
1492,1077,train,0
1493,8,train,1
1494,1078,train,1
1495,1079,train,1
1496,8,train,0
1497,1080,train,1
1498,1081,train,0
1499,1082,train,0
1500,1083,train,0
1501,1084,train,0
1502,8,train,1
1503,288,valid,0
1504,8,train,1
1505,8,train,1
1506,1085,train,1
1507,8,train,1
1508,1086,train,0
1509,1087,test,0
1510,1088,train,1
1511,1089,train,0
1512,1022,train,0
1513,1090,train,1
1514,1091,train,0
1515,235,test,0
1516,1092,train,1
1517,1093,train,0
1518,1094,train,1
1519,8,train,1
1520,1095,train,0
1521,1096,valid,0
1522,614,train,1
1523,8,train,0
1524,1097,train,1
1525,1098,test,0
1526,1099,train,0
1527,1100,train,1
1528,8,train,0
1529,1101,train,1
1530,1102,train,0
1531,1103,train,1
1532,1104,train,1
1533,8,train,0
1534,8,train,0
1535,1105,train,0
1536,8,train,0
1537,1106,train,0
1538,1107,valid,1
1539,1108,train,1
1540,1109,train,0
1541,1110,test,1
1542,8,train,0
1543,1111,train,1
1544,1112,train,0
1545,1113,train,1
1546,1114,train,1
1547,8,train,1
1548,1115,train,1
1549,1116,train,1
1550,359,train,1
1551,1117,train,1
1552,8,train,1
1553,1118,train,1
1554,8,train,0
1555,1119,train,1
1556,920,valid,1
1557,526,valid,1
1558,1120,train,1
1559,158,train,1
1560,1121,train,1
1561,278,test,0
1562,1122,train,0
1563,1123,train,0
1564,1124,train,1
1565,8,train,0
1566,1125,train,0
1567,8,train,1
1568,1126,train,1
1569,1127,train,0
1570,8,train,1
1571,1128,test,1
1572,147,test,1
1573,1129,train,1
1574,8,train,1
1575,288,valid,0
1576,1130,train,0
1577,246,train,0
1578,1131,train,1
1579,1132,train,0
1580,493,train,1
1581,1133,train,1
1582,8,train,0
1583,112,test,0
1584,8,train,0
1585,1134,train,0
1586,1135,valid,0
1587,8,train,1
1588,8,train,0
1589,1136,test,0
1590,1137,train,1
1591,740,train,0
1592,630,train,1
1593,1138,train,0
1594,1139,train,0
1595,8,train,0
1596,1140,train,1
1597,1141,train,1
1598,8,train,0
1599,1142,train,1
1600,1143,train,1
1601,1144,train,0
1602,1145,train,0
1603,930,valid,0
1604,1146,train,0
1605,166,valid,0
1606,1147,train,0
1607,1148,train,1
1608,8,train,1
1609,1149,train,1
1610,8,train,0
1611,1150,train,1
1612,8,train,1
1613,1151,train,0
1614,1152,train,1
1615,1153,train,0
1616,1154,train,1
1617,8,train,0
1618,91,train,0
1619,1155,train,0
1620,1156,train,0
1621,191,train,1
1622,1157,train,1
1623,1158,train,0
1624,8,train,0
